workerid,condition,stim_present,stimulus,response,correct,rt
S38,0,0,31,1,1,1005
S38,0,0,83,1,1,2217
S38,0,0,52,1,1,1316
S38,0,0,54,0,1,819
S38,0,0,23,1,1,939
S38,0,0,41,1,1,2298
S38,0,0,115,0,1,1294
S38,0,0,77,1,1,5417
S39,0,2000,1,1,1,1364
S39,0,2000,38,0,1,1673
S39,0,2000,9,1,1,1182
S39,0,2000,59,1,1,2165
S39,0,2000,2,0,0,621
S39,0,2000,107,1,1,1166
S39,0,2000,39,1,1,1911
S39,0,2000,81,0,1,1728
S39,0,2000,68,0,1,1432
S39,0,2000,26,1,1,1534
S39,0,2000,27,0,1,1569
S39,0,2000,40,0,0,2531
S39,0,2000,14,1,1,1590
S39,0,2000,22,1,1,1703
S39,0,2000,36,1,1,2005
S39,0,2000,6,0,1,1337
S39,0,2000,8,0,1,1274
S39,0,2000,69,0,1,4126
S39,0,2000,24,0,1,521
S39,0,2000,3,0,1,1326
S39,0,2000,87,0,0,1269
S39,0,2000,57,1,1,1302
S39,0,2000,91,0,1,1950
S39,0,2000,92,0,1,1484
S39,0,2000,75,1,0,1751
S39,0,2000,64,1,1,1627
S39,0,2000,97,0,1,1678
S39,0,2000,10,1,1,1786
S39,0,2000,74,1,0,1483
S39,0,2000,32,1,1,1535
S39,0,2000,11,1,1,3473
S39,0,2000,17,1,1,1390
S39,0,2000,99,1,0,1387
S39,0,2000,50,0,1,3098
S39,0,2000,44,0,1,2361
S39,0,2000,117,1,1,1471
S39,0,2000,106,0,0,1898
S39,0,2000,115,1,1,2650
S39,0,2000,100,0,1,645
S39,0,2000,0,0,1,1280
S39,0,2000,78,0,1,1488
S39,0,2000,113,1,1,1974
S39,0,2000,79,1,1,1110
S39,0,2000,77,1,0,1267
S39,0,2000,105,0,1,1165
S39,0,2000,53,0,1,1338
S39,0,2000,82,0,1,970
S39,0,2000,116,1,1,1277
S39,0,2000,104,0,1,1565
S39,0,2000,72,1,1,1687
S39,0,2000,71,0,1,1373
S39,0,2000,18,0,1,893
S39,0,2000,114,1,1,2328
S39,0,2000,84,1,1,2112
S39,0,2000,86,1,0,1705
S39,0,2000,15,1,1,673
S39,0,2000,52,0,1,8361
S39,0,2000,60,0,1,137
S39,0,2000,4,1,1,1140
S39,0,2000,65,1,1,1233
S39,0,2000,110,0,0,1641
S39,0,2000,67,1,1,1278
S39,0,2000,54,1,1,1098
S39,0,2000,47,0,1,1123
S39,0,2000,73,0,1,1007
S39,0,2000,28,0,1,2145
S39,0,2000,102,0,1,1103
S39,0,2000,29,0,1,1018
S39,0,2000,85,0,1,1785
S39,0,2000,109,0,1,952
S39,0,2000,37,1,0,2205
S39,0,2000,56,1,1,1065
S39,0,2000,33,1,1,2789
S39,0,2000,63,1,1,3815
S39,0,2000,118,0,1,1069
S39,0,2000,90,0,1,1203
S39,0,2000,30,0,1,956
S39,0,2000,83,0,1,1591
S39,0,2000,103,1,1,1687
S39,0,2000,112,0,1,3407
S39,0,2000,93,1,1,1236
S39,0,2000,66,1,1,1080
S39,0,2000,108,0,1,1163
S39,0,2000,19,1,1,1097
S39,0,2000,35,1,1,1000
S39,0,2000,58,1,1,2142
S39,0,2000,42,0,1,1597
S39,0,2000,49,0,1,1443
S39,0,2000,12,0,1,1357
S39,0,2000,62,0,1,2383
S39,0,2000,55,0,1,1115
S39,0,2000,16,0,1,2092
S39,0,2000,13,0,1,1559
S39,0,2000,89,0,1,1030
S39,0,2000,94,1,1,2061
S39,0,2000,5,0,0,1315
S39,0,2000,46,0,1,2461
S39,0,2000,96,1,0,50
S39,0,2000,21,0,1,947
S39,0,2000,31,0,1,2790
S39,0,2000,98,0,0,1883
S39,0,2000,101,1,1,3276
S39,0,2000,7,1,1,1323
S39,0,2000,45,0,1,1320
S39,0,2000,119,0,1,2111
S39,0,2000,25,1,1,419
S39,0,2000,80,0,1,2140
S39,0,2000,70,0,1,3375
S39,0,2000,88,1,1,1720
S39,0,2000,48,0,1,1314
S39,0,2000,23,0,1,3497
S39,0,2000,43,0,1,1245
S39,0,2000,51,1,0,2951
S39,0,2000,76,0,1,1375
S39,0,2000,34,1,1,1921
S39,0,2000,111,1,1,1449
S39,0,2000,20,0,1,1907
S39,0,2000,61,0,1,2500
S39,0,2000,41,0,0,2036
S39,0,2000,95,1,1,2182
S3,0,1000,44,1,1,1400
S3,0,1000,19,1,1,1672
S3,0,1000,7,1,1,1080
S3,0,1000,57,0,1,832
S3,0,1000,92,0,1,966
S3,0,1000,4,1,0,2106
S3,0,1000,63,1,1,1589
S3,0,1000,58,0,1,912
S3,0,1000,119,0,1,982
S3,0,1000,33,1,1,1845
S3,0,1000,81,1,1,847
S3,0,1000,103,0,1,1127
S3,0,1000,83,1,1,893
S3,0,1000,43,1,1,953
S3,0,1000,41,0,1,187
S3,0,1000,52,1,1,760
S3,0,1000,60,1,1,1051
S3,0,1000,49,1,1,1205
S3,0,1000,17,1,1,1138
S3,0,1000,45,1,1,341
S3,0,1000,54,0,1,1913
S3,0,1000,78,0,1,860
S3,0,1000,14,1,1,1031
S3,0,1000,18,1,1,909
S3,0,1000,91,1,1,1046
S3,0,1000,101,1,1,585
S3,0,1000,61,1,1,1143
S3,0,1000,48,0,1,1114
S3,0,1000,59,0,1,958
S3,0,1000,25,0,1,1470
S3,0,1000,20,1,1,1835
S3,0,1000,71,1,1,1094
S3,0,1000,32,0,1,1436
S3,0,1000,38,1,0,1011
S3,0,1000,111,1,0,20
S3,0,1000,5,1,0,998
S3,0,1000,97,1,1,19
S3,0,1000,113,0,1,2412
S3,0,1000,95,1,1,1197
S3,0,1000,21,0,1,2175
S3,0,1000,93,0,1,1422
S3,0,1000,11,1,1,1649
S3,0,1000,2,0,1,129
S3,0,1000,47,0,1,3989
S3,0,1000,109,1,1,1613
S3,0,1000,27,1,1,18
S3,0,1000,6,1,1,1584
S3,0,1000,68,1,1,2512
S3,0,1000,40,1,0,365
S3,0,1000,56,0,1,1033
S3,0,1000,9,1,1,1234
S3,0,1000,31,1,1,920
S3,0,1000,55,1,1,2399
S3,0,1000,3,1,1,2114
S3,0,1000,10,1,1,2520
S3,0,1000,30,0,1,911
S3,0,1000,70,1,1,1291
S3,0,1000,12,1,1,945
S3,0,1000,110,1,1,1992
S3,0,1000,102,1,1,800
S3,0,1000,104,0,1,1260
S3,0,1000,114,0,1,2812
S3,0,1000,96,1,0,16
S3,0,1000,23,1,1,934
S3,0,1000,112,0,1,5977
S3,0,1000,22,1,1,914
S3,0,1000,35,0,1,1013
S3,0,1000,115,0,1,1032
S3,0,1000,82,0,1,917
S3,0,1000,80,0,1,805
S3,0,1000,105,1,1,2143
S3,0,1000,106,1,0,3486
S3,0,1000,77,1,0,195
S3,0,1000,85,0,0,1676
S3,0,1000,76,1,1,2555
S3,0,1000,28,0,1,3040
S3,0,1000,39,1,1,1131
S3,0,1000,34,1,1,1747
S3,0,1000,36,0,1,2446
S3,0,1000,64,0,1,1321
S3,0,1000,86,1,0,1031
S3,0,1000,26,1,1,2123
S3,0,1000,98,1,0,1248
S3,0,1000,90,1,1,935
S3,0,1000,117,0,1,994
S3,0,1000,108,1,1,2392
S3,0,1000,89,1,1,1184
S3,0,1000,72,1,1,933
S3,0,1000,67,1,1,1184
S3,0,1000,74,0,0,115
S3,0,1000,0,0,1,62
S3,0,1000,29,0,1,882
S3,0,1000,79,1,1,1128
S3,0,1000,13,1,1,2000
S3,0,1000,1,0,1,1106
S3,0,1000,42,1,1,27
S3,0,1000,69,0,1,1200
S3,0,1000,100,1,1,15
S3,0,1000,46,1,1,2089
S3,0,1000,50,0,1,862
S3,0,1000,16,1,0,1543
S3,0,1000,116,1,1,2601
S3,0,1000,51,1,1,984
S3,0,1000,24,0,1,111
S3,0,1000,37,0,1,474
S3,0,1000,88,0,1,27
S3,0,1000,8,0,1,1123
S3,0,1000,75,0,1,1550
S3,0,1000,99,1,1,126
S3,0,1000,87,0,0,1044
S3,0,1000,107,0,1,5506
S3,0,1000,73,0,1,3540
S3,0,1000,84,1,1,1125
S3,0,1000,65,0,0,1562
S3,0,1000,94,0,1,82
S3,0,1000,118,1,1,949
S3,0,1000,15,1,1,14
S3,0,1000,66,1,1,1016
S3,0,1000,62,0,1,247
S3,0,1000,53,0,1,1438
S54,0,1000,65,0,1,474
S54,0,1000,60,1,1,2013
S54,0,1000,62,0,1,5070
S54,0,1000,74,0,0,2828
S54,0,1000,16,1,1,11
S54,0,1000,64,0,0,1827
S54,0,1000,82,0,1,1782
S54,0,1000,52,1,1,1422
S54,0,1000,49,1,1,1662
S54,0,1000,21,1,1,2251
S54,0,1000,23,0,1,1340
S54,0,1000,13,1,1,1315
S54,0,1000,70,0,1,2459
S54,0,1000,118,1,1,876
S54,0,1000,73,0,1,3949
S54,0,1000,93,1,1,1581
S54,0,1000,53,1,1,1524
S54,0,1000,59,0,1,1013
S54,0,1000,22,0,1,1460
S54,0,1000,37,1,1,96
S54,0,1000,19,0,1,1693
S54,0,1000,2,0,0,1059
S54,0,1000,114,1,1,1679
S54,0,1000,77,0,0,1516
S54,0,1000,15,1,0,2365
S54,0,1000,80,0,1,3180
S54,0,1000,10,1,1,15232
S54,0,1000,90,1,1,4000
S54,0,1000,109,1,1,3788
S54,0,1000,104,0,1,1925
S54,0,1000,115,1,1,3439
S54,0,1000,71,0,1,1268
S54,0,1000,36,0,1,1530
S54,0,1000,6,0,0,3268
S54,0,1000,95,1,1,1142
S54,0,1000,9,0,1,1157
S54,0,1000,7,0,1,1445
S54,0,1000,105,0,1,1955
S54,0,1000,26,1,1,167
S54,0,1000,43,0,1,2375
S54,0,1000,35,0,1,3973
S54,0,1000,45,0,1,3108
S54,0,1000,61,0,1,6141
S54,0,1000,83,1,0,41
S54,0,1000,76,0,1,1232
S54,0,1000,41,1,0,2269
S54,0,1000,92,0,1,1055
S54,0,1000,117,0,1,1036
S54,0,1000,58,1,1,1360
S54,0,1000,14,0,0,1291
S54,0,1000,69,1,1,1645
S54,0,1000,97,0,1,1230
S54,0,1000,99,0,1,1355
S54,0,1000,87,0,1,2237
S54,0,1000,98,0,1,64
S54,0,1000,55,0,1,1933
S54,0,1000,32,1,1,1299
S54,0,1000,24,1,0,1427
S54,0,1000,78,0,1,1165
S54,0,1000,112,0,1,1171
S54,0,1000,46,0,1,1044
S54,0,1000,47,1,1,1734
S54,0,1000,111,0,0,140
S54,0,1000,101,0,1,2021
S54,0,1000,50,0,1,1258
S54,0,1000,100,1,1,173
S54,0,1000,85,0,1,1428
S54,0,1000,42,1,1,2084
S54,0,1000,39,1,1,190
S54,0,1000,116,0,1,1733
S54,0,1000,5,1,1,1897
S54,0,1000,12,0,1,3972
S54,0,1000,88,0,1,1262
S54,0,1000,38,1,1,129
S54,0,1000,86,1,1,27
S54,0,1000,40,1,0,191
S54,0,1000,34,0,1,1021
S54,0,1000,119,0,1,2483
S54,0,1000,27,0,1,1868
S54,0,1000,91,1,1,1676
S54,0,1000,1,0,1,1859
S54,0,1000,67,1,1,1017
S54,0,1000,44,0,1,1421
S54,0,1000,31,1,1,1643
S54,0,1000,96,0,1,1282
S54,0,1000,89,1,1,1644
S54,0,1000,79,1,1,119
S54,0,1000,54,0,1,995
S54,0,1000,81,0,1,1309
S54,0,1000,110,1,1,2429
S54,0,1000,75,0,1,1291
S54,0,1000,51,1,1,1643
S54,0,1000,107,0,1,1044
S54,0,1000,113,0,1,1181
S54,0,1000,84,1,1,1315
S54,0,1000,94,0,1,1027
S54,0,1000,103,0,1,1596
S54,0,1000,20,0,1,1212
S54,0,1000,25,0,0,2152
S54,0,1000,8,0,1,1105
S54,0,1000,11,0,1,2076
S54,0,1000,48,0,1,1339
S54,0,1000,29,0,1,1267
S54,0,1000,56,0,1,2603
S54,0,1000,68,0,1,1166
S54,0,1000,28,0,0,1461
S54,0,1000,66,1,1,1302
S54,0,1000,102,0,1,3210
S54,0,1000,18,1,1,1974
S54,0,1000,30,0,1,1315
S54,0,1000,33,1,1,4514
S54,0,1000,108,0,1,1027
S54,0,1000,4,0,1,1058
S54,0,1000,106,0,0,1276
S54,0,1000,0,0,0,680
S54,0,1000,3,1,1,1100
S54,0,1000,72,0,1,2019
S54,0,1000,17,1,1,67
S54,0,1000,57,0,1,1812
S54,0,1000,63,0,1,1223
S156,0,2000,110,0,1,111
S156,0,2000,104,1,1,999
S156,0,2000,48,0,1,1855
S156,0,2000,28,1,1,1182
S156,0,2000,42,0,1,1360
S156,0,2000,36,0,1,1336
S156,0,2000,111,0,1,1780
S156,0,2000,14,1,0,2451
S156,0,2000,99,0,1,264
S156,0,2000,103,0,1,1595
S156,0,2000,65,1,1,2081
S156,0,2000,86,1,1,518
S156,0,2000,90,1,1,1837
S156,0,2000,57,0,1,1631
S156,0,2000,89,0,1,1257
S156,0,2000,92,0,1,1165
S156,0,2000,94,0,1,1108
S156,0,2000,16,0,1,56
S156,0,2000,117,1,1,1389
S156,0,2000,6,0,1,1025
S156,0,2000,39,0,1,1901
S156,0,2000,79,0,1,1170
S156,0,2000,46,1,1,1451
S156,0,2000,118,1,1,1268
S156,0,2000,13,0,1,1866
S156,0,2000,10,0,1,1150
S156,0,2000,30,0,1,1110
S156,0,2000,12,0,1,174
S156,0,2000,55,1,1,1113
S156,0,2000,7,0,1,1097
S156,0,2000,97,1,1,1359
S156,0,2000,9,0,1,1199
S156,0,2000,3,0,1,963
S156,0,2000,112,0,1,864
S156,0,2000,33,0,1,946
S156,0,2000,88,1,1,1505
S156,0,2000,76,1,0,1601
S156,0,2000,64,1,1,938
S156,0,2000,58,1,1,989
S156,0,2000,19,1,1,1041
S156,0,2000,18,1,1,995
S156,0,2000,22,1,1,921
S156,0,2000,67,0,1,1774
S156,0,2000,1,1,1,866
S156,0,2000,102,1,1,1158
S156,0,2000,50,0,1,1260
S156,0,2000,72,1,1,133
S156,0,2000,44,1,1,1216
S156,0,2000,0,0,1,880
S156,0,2000,91,1,1,1097
S156,0,2000,108,0,1,1446
S156,0,2000,109,0,1,590
S156,0,2000,116,0,1,1171
S156,0,2000,25,1,1,1060
S156,0,2000,59,1,1,1200
S156,0,2000,60,1,1,2117
S156,0,2000,34,1,1,1221
S156,0,2000,4,0,1,863
S156,0,2000,106,1,1,868
S156,0,2000,105,1,1,1289
S156,0,2000,27,1,1,811
S156,0,2000,78,0,1,1228
S156,0,2000,15,0,1,1828
S156,0,2000,80,0,1,1944
S156,0,2000,53,0,1,1102
S156,0,2000,115,0,1,1565
S156,0,2000,93,1,1,1246
S156,0,2000,70,0,1,1148
S156,0,2000,26,0,1,2141
S156,0,2000,45,0,1,1294
S156,0,2000,41,0,0,1275
S156,0,2000,82,0,1,898
S156,0,2000,20,0,1,1180
S156,0,2000,52,1,1,1626
S156,0,2000,47,0,1,1191
S156,0,2000,87,0,1,1319
S156,0,2000,96,1,1,1463
S156,0,2000,69,0,1,982
S156,0,2000,114,1,1,981
S156,0,2000,98,1,0,753
S156,0,2000,23,1,1,1252
S156,0,2000,40,0,1,1862
S156,0,2000,49,0,1,1179
S156,0,2000,35,0,1,1148
S156,0,2000,83,0,1,1115
S156,0,2000,71,1,1,1024
S156,0,2000,100,1,1,266
S156,0,2000,113,1,1,1453
S156,0,2000,68,0,1,1253
S156,0,2000,81,1,1,1053
S156,0,2000,38,1,0,1073
S156,0,2000,31,1,1,947
S156,0,2000,107,1,1,888
S156,0,2000,73,0,1,2020
S156,0,2000,63,1,1,1217
S156,0,2000,37,1,1,2362
S156,0,2000,17,1,1,1027
S156,0,2000,43,1,1,1170
S156,0,2000,24,0,1,2254
S156,0,2000,74,0,0,129
S156,0,2000,62,0,1,1906
S156,0,2000,85,0,1,2129
S156,0,2000,84,1,1,1325
S156,0,2000,95,1,1,1178
S156,0,2000,61,1,1,1090
S156,0,2000,119,0,1,1533
S156,0,2000,77,0,1,2475
S156,0,2000,32,1,1,1065
S156,0,2000,21,1,1,1160
S156,0,2000,8,0,1,997
S156,0,2000,5,1,1,1455
S156,0,2000,11,0,1,1068
S156,0,2000,56,0,1,1120
S156,0,2000,101,1,1,1179
S156,0,2000,66,1,1,1081
S156,0,2000,54,0,1,1078
S156,0,2000,75,1,1,2165
S156,0,2000,51,0,1,1722
S156,0,2000,29,1,1,1103
S156,0,2000,2,1,1,72
S149,0,0,14,0,0,4861
S149,0,0,24,0,0,915
S149,0,0,50,0,1,871
S149,0,0,39,0,1,2954
S149,0,0,25,0,1,3613
S149,0,0,97,1,1,1291
S149,0,0,17,1,1,2646
S149,0,0,52,0,1,1310
S149,0,0,88,1,1,1224
S149,0,0,71,1,1,901
S149,0,0,51,1,1,1912
S149,0,0,92,0,1,1344
S149,0,0,56,0,1,1135
S149,0,0,70,1,1,957
S149,0,0,67,1,1,956
S149,0,0,6,1,1,948
S149,0,0,48,0,1,991
S149,0,0,110,1,1,3130
S149,0,0,7,0,1,1218
S149,0,0,111,0,1,1057
S149,0,0,4,0,1,5381
S149,0,0,45,1,1,4511
S149,0,0,42,0,1,1785
S149,0,0,112,1,1,1079
S149,0,0,26,0,1,1440
S149,0,0,47,0,1,878
S149,0,0,33,0,1,688
S149,0,0,3,0,1,1018
S149,0,0,90,0,1,623
S149,0,0,16,0,1,2468
S149,0,0,104,1,1,1630
S149,0,0,28,0,0,1035
S149,0,0,57,1,1,977
S149,0,0,63,0,1,1267
S149,0,0,118,1,1,732
S149,0,0,95,0,1,838
S149,0,0,21,0,1,798
S149,0,0,2,1,1,2164
S149,0,0,77,1,1,3460
S149,0,0,49,0,1,1168
S149,0,0,27,0,1,1206
S149,0,0,15,0,1,1388
S149,0,0,102,0,1,984
S149,0,0,30,0,1,893
S149,0,0,23,0,1,1079
S149,0,0,8,0,1,852
S149,0,0,87,1,1,897
S149,0,0,9,1,1,870
S149,0,0,32,1,1,1015
S149,0,0,82,0,1,736
S149,0,0,19,0,1,1318
S149,0,0,73,0,1,1117
S149,0,0,37,1,1,3534
S149,0,0,55,0,1,1013
S149,0,0,99,0,1,2723
S149,0,0,85,1,1,5935
S149,0,0,105,0,1,673
S149,0,0,60,1,1,1789
S149,0,0,5,0,1,1687
S149,0,0,53,1,1,992
S149,0,0,79,1,1,777
S149,0,0,44,1,1,1024
S149,0,0,94,0,1,1316
S149,0,0,62,0,1,1944
S149,0,0,81,1,1,814
S149,0,0,96,0,1,2378
S149,0,0,68,0,1,752
S149,0,0,18,0,1,779
S149,0,0,83,1,1,1512
S149,0,0,80,0,1,923
S149,0,0,1,0,1,943
S149,0,0,13,0,1,1583
S149,0,0,40,0,1,3443
S149,0,0,108,1,1,1775
S149,0,0,58,1,1,955
S149,0,0,91,1,1,1283
S149,0,0,101,0,1,1787
S149,0,0,78,0,1,1449
S149,0,0,69,1,1,2052
S149,0,0,0,0,1,1208
S149,0,0,29,0,1,1057
S149,0,0,114,1,1,708
S149,0,0,75,1,1,2123
S149,0,0,116,0,1,934
S149,0,0,31,0,1,1009
S149,0,0,74,1,0,2464
S149,0,0,103,0,1,859
S149,0,0,109,0,0,2510
S149,0,0,35,0,1,1149
S149,0,0,65,0,0,891
S149,0,0,12,0,1,1257
S149,0,0,10,0,1,819
S149,0,0,98,0,1,4326
S149,0,0,34,0,1,1444
S149,0,0,59,0,1,1552
S149,0,0,43,0,1,818
S149,0,0,106,0,0,4179
S149,0,0,119,1,1,768
S149,0,0,41,1,0,999
S149,0,0,113,0,0,802
S149,0,0,38,0,1,3480
S149,0,0,89,0,1,1040
S149,0,0,86,1,1,2906
S149,0,0,100,0,1,1222
S149,0,0,66,0,1,654
S149,0,0,72,1,0,3352
S149,0,0,117,0,1,704
S149,0,0,61,1,0,737
S149,0,0,84,1,1,831
S149,0,0,46,0,1,910
S149,0,0,22,0,1,662
S149,0,0,76,1,0,14023
S149,0,0,64,0,1,994
S149,0,0,36,0,1,992
S149,0,0,115,1,1,997
S149,0,0,20,1,1,776
S149,0,0,54,1,1,741
S149,0,0,107,1,1,736
S149,0,0,93,0,1,565
S149,0,0,11,1,1,731
S53,0,0,63,0,1,985
S53,0,0,93,0,1,850
S53,0,0,89,0,1,777
S53,0,0,2,0,1,714
S53,0,0,74,1,0,792
S53,0,0,111,1,1,1190
S53,0,0,34,0,1,610
S53,0,0,115,0,1,645
S53,0,0,88,0,1,701
S53,0,0,16,1,1,2095
S53,0,0,4,0,0,739
S53,0,0,9,0,1,555
S53,0,0,94,0,1,549
S53,0,0,33,0,1,792
S53,0,0,49,0,1,681
S53,0,0,81,1,1,620
S53,0,0,3,1,1,777
S53,0,0,8,0,1,576
S53,0,0,18,1,1,687
S53,0,0,57,0,1,657
S53,0,0,64,0,1,17095
S53,0,0,58,1,1,932
S53,0,0,70,1,1,1087
S53,0,0,14,1,1,546
S53,0,0,62,0,1,697
S53,0,0,76,1,0,732
S53,0,0,72,1,1,538
S53,0,0,40,0,0,644
S53,0,0,71,1,1,722
S53,0,0,59,0,1,564
S53,0,0,22,1,1,518
S53,0,0,31,1,1,1563
S53,0,0,65,0,0,700
S53,0,0,52,1,1,559
S53,0,0,46,1,1,671
S53,0,0,112,0,1,1254
S53,0,0,92,1,1,712
S53,0,0,83,0,1,551
S53,0,0,21,1,1,606
S53,0,0,50,1,1,800
S53,0,0,78,0,1,841
S53,0,0,32,1,1,656
S53,0,0,42,0,1,814
S53,0,0,113,0,1,674
S53,0,0,103,0,1,777
S53,0,0,0,1,1,494
S53,0,0,13,1,0,555
S53,0,0,1,1,1,515
S53,0,0,101,1,1,1025
S53,0,0,86,0,0,779
S53,0,0,85,1,1,505
S53,0,0,104,0,0,414
S53,0,0,114,0,1,575
S53,0,0,15,1,1,571
S53,0,0,20,0,1,632
S53,0,0,119,0,1,570
S53,0,0,53,1,1,565
S53,0,0,30,0,1,643
S53,0,0,91,1,1,835
S53,0,0,29,1,1,620
S53,0,0,75,0,0,972
S53,0,0,35,1,1,789
S53,0,0,118,1,1,507
S53,0,0,106,1,0,658
S53,0,0,54,1,1,502
S53,0,0,19,1,1,620
S53,0,0,105,0,1,773
S53,0,0,41,1,0,172215
S53,0,0,95,0,1,671
S53,0,0,37,1,1,1061
S53,0,0,67,1,1,1042
S53,0,0,61,1,1,1707
S53,0,0,56,0,1,922
S53,0,0,99,1,1,564
S53,0,0,110,1,1,1085
S53,0,0,17,0,1,617
S53,0,0,73,1,1,521
S53,0,0,96,0,0,511
S53,0,0,24,1,0,469
S53,0,0,116,0,1,485
S53,0,0,77,1,0,476
S53,0,0,60,1,0,515
S53,0,0,39,1,0,631
S53,0,0,98,1,0,517
S53,0,0,102,0,1,935
S53,0,0,43,1,1,602
S53,0,0,68,1,1,533
S53,0,0,108,0,1,712
S53,0,0,69,0,1,686
S53,0,0,47,1,1,749
S53,0,0,87,0,0,1423
S53,0,0,80,1,1,580
S53,0,0,38,0,1,636
S53,0,0,44,0,1,677
S53,0,0,109,0,1,676
S53,0,0,27,1,0,498
S53,0,0,10,0,1,676
S53,0,0,28,0,0,787
S53,0,0,66,0,1,827
S53,0,0,100,1,1,997
S53,0,0,6,0,1,1163
S53,0,0,117,1,1,656
S53,0,0,26,0,1,750
S53,0,0,7,0,1,859
S53,0,0,11,1,1,613
S53,0,0,25,0,0,576
S53,0,0,107,0,1,785
S53,0,0,82,0,1,3903
S53,0,0,51,0,0,430
S53,0,0,36,1,1,450
S53,0,0,23,0,1,649
S53,0,0,90,1,1,481
S53,0,0,79,1,1,459
S53,0,0,5,1,0,4185
S53,0,0,48,1,1,785
S53,0,0,55,0,1,578
S53,0,0,12,1,1,543
S53,0,0,84,0,0,837
S53,0,0,97,1,1,688
S53,0,0,45,0,1,577
S28,0,1000,16,0,1,850
S28,0,1000,6,1,1,324
S28,0,1000,21,0,1,262
S28,0,1000,26,1,1,257
S28,0,1000,14,0,0,380
S28,0,1000,7,0,1,293
S28,0,1000,102,1,1,236
S28,0,1000,33,0,1,271
S28,0,1000,41,0,0,217
S28,0,1000,9,1,1,195
S28,0,1000,20,1,1,289
S28,0,1000,103,0,1,210
S28,0,1000,108,0,1,432
S28,0,1000,77,0,0,253
S28,0,1000,93,1,1,239
S28,0,1000,40,0,1,268
S28,0,1000,50,1,1,289
S28,0,1000,44,1,1,252
S28,0,1000,105,0,1,220
S28,0,1000,118,0,1,224
S28,0,1000,23,0,1,197
S28,0,1000,56,1,1,180
S28,0,1000,60,1,0,270
S28,0,1000,37,1,1,325
S28,0,1000,86,1,0,163
S28,0,1000,110,1,1,1060
S28,0,1000,46,1,1,881
S28,0,1000,91,0,1,124
S28,0,1000,38,1,1,274
S28,0,1000,63,1,1,271
S28,0,1000,31,1,1,1332
S28,0,1000,114,1,1,229
S28,0,1000,62,1,0,365
S28,0,1000,65,1,1,617
S28,0,1000,106,1,1,302
S28,0,1000,29,1,1,597
S28,0,1000,94,1,1,249
S28,0,1000,15,0,0,274
S28,0,1000,96,0,1,304
S28,0,1000,13,1,1,349
S28,0,1000,68,1,1,58
S28,0,1000,0,1,1,257
S28,0,1000,55,1,1,204
S28,0,1000,84,1,1,156
S28,0,1000,112,0,1,203
S28,0,1000,115,1,1,598
S28,0,1000,88,0,1,338
S28,0,1000,85,0,0,303
S28,0,1000,73,1,0,340
S28,0,1000,12,1,1,679
S28,0,1000,19,0,1,196
S28,0,1000,116,0,1,258
S28,0,1000,70,1,1,233
S28,0,1000,22,1,1,247
S28,0,1000,27,0,1,270
S28,0,1000,109,0,0,208
S28,0,1000,95,1,1,262
S28,0,1000,64,0,1,1441
S28,0,1000,2,1,1,401
S28,0,1000,76,1,1,273
S28,0,1000,98,1,1,585
S28,0,1000,81,0,1,573
S28,0,1000,52,0,1,214
S28,0,1000,79,0,1,225
S28,0,1000,82,1,1,1287
S28,0,1000,35,0,1,1141
S28,0,1000,58,1,1,22
S28,0,1000,72,0,1,268
S28,0,1000,32,1,1,185
S28,0,1000,119,1,1,261
S28,0,1000,25,1,1,206
S28,0,1000,59,0,1,240
S28,0,1000,117,0,1,350
S28,0,1000,3,1,1,277
S28,0,1000,69,0,1,309
S28,0,1000,90,1,1,235
S28,0,1000,111,1,1,522
S28,0,1000,17,1,0,255
S28,0,1000,104,0,1,182
S28,0,1000,75,1,1,237
S28,0,1000,61,1,1,470
S28,0,1000,47,1,1,234
S28,0,1000,8,1,1,256
S28,0,1000,42,0,1,298
S28,0,1000,28,0,0,223
S28,0,1000,97,1,1,329
S28,0,1000,48,1,1,230
S28,0,1000,51,1,1,195
S28,0,1000,74,1,1,236
S28,0,1000,78,1,1,166
S28,0,1000,18,1,1,701
S28,0,1000,11,0,1,43
S28,0,1000,34,1,1,210
S28,0,1000,66,0,1,120
S28,0,1000,24,0,0,183
S28,0,1000,107,1,1,140
S28,0,1000,71,1,1,1135
S28,0,1000,39,1,1,1234
S28,0,1000,4,0,1,124
S28,0,1000,87,1,0,246
S28,0,1000,89,1,1,88
S28,0,1000,30,0,1,74
S28,0,1000,36,1,1,117
S28,0,1000,92,1,1,662
S28,0,1000,53,1,1,265
S28,0,1000,49,0,1,222
S28,0,1000,5,0,0,238
S28,0,1000,10,0,1,243
S28,0,1000,54,1,1,233
S28,0,1000,1,0,1,152
S28,0,1000,80,1,1,177
S28,0,1000,83,1,1,114
S28,0,1000,101,0,1,310
S28,0,1000,43,0,1,71
S28,0,1000,45,1,1,241
S28,0,1000,100,1,1,682
S28,0,1000,57,1,1,428
S28,0,1000,113,1,1,927
S28,0,1000,67,0,1,238
S28,0,1000,99,0,1,294
S0,0,0,81,0,1,970
S0,0,0,52,0,1,2850
S0,0,0,33,0,1,1167
S0,0,0,93,0,1,1043
S0,0,0,94,0,1,804
S0,0,0,47,0,1,661
S0,0,0,30,0,1,803
S0,0,0,100,0,1,1456
S0,0,0,27,0,1,2110
S0,0,0,73,1,1,4730
S0,0,0,65,1,1,3799
